_index,fecha,¿Cuántos años cumplidos tiene?,Cuál es su género?,Grupo étnico,Víctima del conflicto,RUV,Tipo de discapacidad,¿Cuenta con SISBEN?,¿Cuál es el parentesco suyo con el jefe o jefa del hogar en su vivienda?,¿Dónde queda ubicada su vivienda?,¿En qué barrio vive?,Escriba el nombre del barrio que NO se encuentra en la lista...180,¿En qué corregimiento o vereda reside?,¿En qué departamento queda ubicado el municipio?,Seleccione un municipio de: Bolívar...,Hora de Apertura del Comercio,Hora Cierre del Comercio,¿Cuántos trabajadores tiene?,¿Cuántos trabajadores extranjeros tiene?,"En su mayoría, ¿qué tipo de contrato tienen sus trabajadores?","En su mayoría, ¿los contratos de trabajo son a término indefinido o a término fijo?",¿Tiene registro ante la Cámara de Comercio?,¿Su registro ante la Cámara de Comercio está actualizado a 2021?,¿Cuál es la Actividad Económica Principal (Código CIIU) que aparece en su Cámara de Comercio?,¿Tiene registro ante la DIAN (RUT)?,"Otro, ¿cuál?...","Se dedica usted al comercio al por mayor, al comercio al por menor o ambos","En un día promedio, ¿cuánto invierte en mercancía?...",Tipo de producto/servicio,País,Municipio,Departamento,Eres_Cartagenero,motivo_de_cambio,Afiliación a EPS,Medio de transporte,Nivel de escolaridad,seguridad social sin salud,Manejo de basuras
45,08/22/2021 12:00:00 AM,39,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Flor del campo,Flor del campo,NS/NR,NS/NR,NS/NR,22:00:00.000-05:00,04:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,60000.0,Carnes,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,NS/NR,No afiliado,La recoge el servicio de aseo
46,08/22/2021 12:00:00 AM,35,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Flor del campo,Flor del campo,NS/NR,NS/NR,NS/NR,18:00:00.000-05:00,06:00:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,600000.0,Productos agrícolas,NS/NR,NS/NR,Santander,"No, nací en otro municipio",Trabajo,Contributivo,Moto propia,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo
47,08/22/2021 12:00:00 AM,57,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Flor del campo,Flor del campo,NS/NR,NS/NR,NS/NR,19:00:00.000-05:00,11:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,2000000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Jeep Colectivo,Básica completa,No afiliado,La recoge el servicio de aseo
48,08/22/2021 12:00:00 AM,31,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Flor del campo,Flor del campo,NS/NR,NS/NR,NS/NR,19:00:00.000-05:00,11:00:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,800000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Moto propia,Bachiller,No afiliado,La recoge el servicio de aseo
49,08/22/2021 12:00:00 AM,62,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Huellas de uribe,Huellas de uribe,NS/NR,NS/NR,NS/NR,16:00:00.000-05:00,05:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,300000.0,Productos de tabaco,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,NS/NR,No afiliado,La recoge el servicio de aseo
50,08/22/2021 12:00:00 AM,66,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Huellas de uribe,Huellas de uribe,NS/NR,NS/NR,NS/NR,16:00:00.000-05:00,10:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,300000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta urbana,Básica completa,No afiliado,La recoge el servicio de aseo
51,08/22/2021 12:00:00 AM,26,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Huellas Juan Pablo 2do,Huellas Juan Pablo 2do,NS/NR,NS/NR,NS/NR,21:00:00.000-05:00,09:30:00.000-05:00,5,2.0,Verbal,Sin información,False,NS/NR,NS/NR,NS/NR,NS/NR,Comercio al por mayor,16000000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Moto propia,Bachiller,No afiliado,La recoge el servicio de aseo
52,08/22/2021 12:00:00 AM,56,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,La carolina,La carolina,"Bolívar,  maría la baja",NS/NR,NS/NR,19:00:00.000-05:00,10:00:00.000-05:00,0,0.0,NS/NR,Sin información,NS/NR,NO,NS/NR,NS/NR,NS/NR,Comercio al por mayor,350000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",Me transporto diariamente,Subsidiado,Camión,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
53,08/22/2021 12:00:00 AM,21,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La india,La india,NS/NR,NS/NR,NS/NR,17:00:00.000-05:00,06:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Venta de fritos,Comercio al por menor,80000.0,Solo ofrezco servicios.,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Bus/Buseta urbana,Bachiller,No afiliado,La pone en los colectores de basura o canecas
54,08/22/2021 12:00:00 AM,40,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La plazuela,La plazuela,NS/NR,NS/NR,NS/NR,21:00:00.000-05:00,09:00:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,Venta de mazorcas,Ambos,500000.0,Productos agrícolas,NS/NR,NS/NR,Sucre,"No, nací en otro municipio",NS/NR,Subsidiado,Moto propia,Básica completa,No afiliado,La pone en los colectores de basura o canecas
55,08/22/2021 12:00:00 AM,46,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Las gaviotas,Las gaviotas,NS/NR,NS/NR,NS/NR,15:00:00.000-05:00,07:00:00.000-05:00,1,1.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,1000000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,Primaria completa,No afiliado,La pone en los colectores de basura o canecas
56,08/22/2021 12:00:00 AM,42,Masculino,Afrodescendiente o negro,1,SI,Sin discapacidad,NS/NR,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,Las gaviotas,Las gaviotas,"Santa rosa, bolívar",NS/NR,NS/NR,18:00:00.000-05:00,07:40:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,0.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",Viajo todos los días,Subsidiado,Bus/Buseta intermunicipal,Básica completa,No afiliado,La pone en los colectores de basura o canecas
57,08/22/2021 12:00:00 AM,32,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Las gaviotas,Las gaviotas,NS/NR,NS/NR,NS/NR,18:30:00.000-05:00,12:00:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por mayor,30000.0,Productos agrícolas,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,Subsidiado,Mototaxi,Técnico o tecnológico,No afiliado,La pone en los colectores de basura o canecas
58,08/22/2021 12:00:00 AM,52,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Otro pariente,En la zona urbana de Cartagena,Las gaviotas,Las gaviotas,NS/NR,NS/NR,NS/NR,17:30:00.000-05:00,08:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Hago viajes,NS/NR,0.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,Primaria incompleta,No afiliado,La recoge el servicio de aseo
59,08/22/2021 12:00:00 AM,58,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Los cerezos,Los cerezos,NS/NR,NS/NR,NS/NR,20:00:00.000-05:00,10:00:00.000-05:00,0,0.0,NS/NR,Sin información,NS/NR,NO,NS/NR,False,Venta de tinto,Comercio al por menor,250000.0,Solo ofrezco servicios.,NS/NR,Puerto Berrío,Antioquia,"No, nací en otro municipio",NS/NR,NS/NR,A pie,Básica completa,No afiliado,La recoge un servicio informal
60,08/22/2021 12:00:00 AM,28,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",Fuera de Cartagena. ¿Dónde?,Los cerezos,Los cerezos,NS/NR,Bolívar,María la Baja,19:00:00.000-05:00,10:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,350000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",Acompañar a otros miembros del hogar,Subsidiado,Bus/Buseta intermunicipal,Básica completa,No afiliado,La pone en los colectores de basura o canecas
61,08/22/2021 12:00:00 AM,52,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Los girasoles,Los girasoles,NS/NR,NS/NR,NS/NR,18:00:00.000-05:00,02:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,350000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bicicleta,Básica completa,No afiliado,La recoge el servicio de aseo
62,08/22/2021 12:00:00 AM,59,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Membrillal,Membrillal,NS/NR,NS/NR,NS/NR,18:00:00.000-05:00,12:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,1500000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,NS/NR,No afiliado,La recoge el servicio de aseo
63,08/22/2021 12:00:00 AM,68,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Mercado,Mercado,NS/NR,NS/NR,NS/NR,19:00:00.000-05:00,08:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,45000.0,Carnes,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Básica completa,No afiliado,La recoge el servicio de aseo
64,08/22/2021 12:00:00 AM,27,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Mirador de cartagena,Mirador de cartagena,NS/NR,NS/NR,NS/NR,19:00:00.000-05:00,11:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Acarreo de productos,NS/NR,4000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Magdalena,"No, nací en otro municipio",NS/NR,Subsidiado,A pie,Bachiller,No afiliado,La pone en los colectores de basura o canecas
65,08/22/2021 12:00:00 AM,49,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,Fuera de Cartagena. ¿Dónde?,Navas meiser,Navas meiser,NS/NR,Bolívar,Villanueva,14:00:00.000-05:00,08:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Acarreo de productos,NS/NR,3000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",Trabajo,Subsidiado,Bus/Buseta intermunicipal,NS/NR,No afiliado,La pone en los colectores de basura o canecas
66,08/22/2021 12:00:00 AM,39,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Nuevo campestre,Nuevo campestre,NS/NR,NS/NR,NS/NR,18:00:00.000-05:00,08:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Acarreo de productos,NS/NR,5000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,No afiliado,Mototaxi,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
68,08/22/2021 12:00:00 AM,20,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,República de Venezuela,República de Venezuela,Bayunca,NS/NR,NS/NR,19:00:00.000-05:00,08:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Acarreo de productos,NS/NR,4000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta intermunicipal,Básica completa,No afiliado,La pone en los colectores de basura o canecas
69,08/22/2021 12:00:00 AM,47,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Santa rosa,Santa rosa,NS/NR,NS/NR,NS/NR,19:00:00.000-05:00,11:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Acarreo de productos,NS/NR,3000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Básica completa,Afiliado,La pone en los colectores de basura o canecas
70,08/18/2021 12:00:00 AM,73,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Urb villa corelca,Urb villa corelca,NS/NR,NS/NR,NS/NR,07:57:00.000-05:00,05:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Bebidas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Primaria completa,No afiliado,La recoge el servicio de aseo
75,08/10/2021 12:00:00 AM,41,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Urbanización  britania,Urbanización  britania,NS/NR,NS/NR,NS/NR,03:33:00.000-05:00,02:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,NS/NR,80000.0,Otro,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Primaria completa,No afiliado,La recoge el servicio de aseo
76,08/10/2021 12:00:00 AM,43,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Urbanización britania,Urbanización britania,NS/NR,NS/NR,NS/NR,03:28:00.000-05:00,11:28:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,NS/NR,20000.0,Otro,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Primaria incompleta,No afiliado,La recoge el servicio de aseo
77,08/10/2021 12:00:00 AM,34,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Urbanización Santa clara,Urbanización Santa clara,NS/NR,NS/NR,NS/NR,04:00:00.000-05:00,19:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Solo ofrezco servicios.,NS/NR,NS/NR,NS/NR,"No, nací en otro municipio",Trabajo,Subsidiado,Bus/Buseta urbana,Primaria completa,No afiliado,La recoge el servicio de aseo
78,08/10/2021 12:00:00 AM,53,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Villa aragnguez,Villa aragnguez,NS/NR,NS/NR,NS/NR,04:57:00.000-05:00,12:57:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Otro,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
79,08/10/2021 12:00:00 AM,55,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Villa arangue,Villa arangue,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,10:51:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150.0,Otro,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta urbana,Primaria incompleta,No afiliado,La recoge el servicio de aseo
80,08/10/2021 12:00:00 AM,31,Masculino,Ninguno de los anteriores,0,NO,Física,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Villa aranjuez,Villa aranjuez,NS/NR,NS/NR,NS/NR,04:00:00.000-05:00,11:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,100.0,Otro,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,Primaria completa,No afiliado,La recoge el servicio de aseo
82,08/22/2021 12:00:00 AM,33,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Villa Corelca,Villa Corelca,NS/NR,NS/NR,NS/NR,17:00:00.000-05:00,10:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,700000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",Trabajo,Subsidiado,Jeep Colectivo,Básica completa,No afiliado,La recoge el servicio de aseo
83,08/22/2021 12:00:00 AM,28,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Villa de aranjuez,Villa de aranjuez,NS/NR,NS/NR,NS/NR,18:00:00.000-05:00,08:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Dulceria,Comercio al por menor,120000.0,Solo ofrezco servicios.,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Mototaxi,Universitario,No afiliado,La recoge el servicio de aseo
84,08/22/2021 12:00:00 AM,28,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Villa de aranjuez,Villa de aranjuez,NS/NR,NS/NR,NS/NR,20:00:00.000-05:00,12:00:00.000-05:00,7,3.0,Verbal,Sin información,NS/NR,SI,NS/NR,NS/NR,NS/NR,Ambos,10000000.0,Productos agrícolas,NS/NR,NS/NR,Bogotá,"No, nací en otro municipio",NS/NR,Contributivo,Taxi,Técnico o tecnológico,Afiliado,La pone en los colectores de basura o canecas
85,08/22/2021 12:00:00 AM,35,Masculino,Afrodescendiente o negro,1,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Villa de la candelaria,Villa de la candelaria,NS/NR,NS/NR,NS/NR,20:00:00.000-05:00,03:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Transporte de productos,NS/NR,0.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Bachiller,No afiliado,La pone en los colectores de basura o canecas
86,08/22/2021 12:00:00 AM,50,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Villa hermosa,Villa hermosa,NS/NR,NS/NR,NS/NR,18:00:00.000-05:00,05:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Carretillero,NS/NR,0.0,Solo ofrezco servicios.,NS/NR,NS/NR,Sucre,"No, nací en otro municipio",NS/NR,Subsidiado,Bus/Buseta urbana,Primaria completa,No afiliado,La pone en los colectores de basura o canecas
87,08/22/2021 12:00:00 AM,52,Femenino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,Villa hermosa,Villa hermosa,Bayunca,NS/NR,NS/NR,08:00:00.000-05:00,09:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por mayor,1000000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Primaria incompleta,No afiliado,La recoge el servicio de aseo
88,08/22/2021 12:00:00 AM,23,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Villanueva,Villanueva,NS/NR,NS/NR,NS/NR,19:00:00.000-05:00,23:00:00.000-05:00,2,1.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,700000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Bachiller,No afiliado,La recoge el servicio de aseo
89,08/22/2021 12:00:00 AM,39,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Villas de aranjuez,Villas de aranjuez,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,NS/NR,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,400000.0,Bebidas,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Mototaxi,Primaria completa,Afiliado,La recoge el servicio de aseo
90,08/22/2021 12:00:00 AM,23,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,18:00:00.000-05:00,08:00:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,NS/NR,NS/NR,Comercio al por mayor,2500000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Bachiller,No afiliado,La recoge el servicio de aseo
91,08/22/2021 12:00:00 AM,58,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,La María,NS/NR,Bayunca sector el saibal,NS/NR,NS/NR,16:00:00.000-05:00,08:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Trasporte de mercancia,NS/NR,0.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta intermunicipal,Primaria incompleta,Afiliado,No produce
92,08/22/2021 12:00:00 AM,40,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,17:00:00.000-05:00,10:00:00.000-05:00,10,3.0,Verbal,Sin información,NS/NR,SI,NS/NR,NS/NR,NS/NR,Comercio al por mayor,30000000.0,Productos agrícolas,NS/NR,Marinilla,Antioquia,"No, nací en otro municipio",NS/NR,Contributivo,Moto propia,Primaria completa,Afiliado,La pone en los colectores de basura o canecas
93,08/22/2021 12:00:00 AM,60,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Zaragocilla,NS/NR,NS/NR,NS/NR,NS/NR,18:00:00.000-05:00,08:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,500000.0,Productos agrícolas,NS/NR,NS/NR,Norte de Santander,"No, nací en otro municipio",NS/NR,Subsidiado,Transcaribe,Básica completa,Afiliado,La recoge un servicio informal
94,08/22/2021 12:00:00 AM,56,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Los Alpes,NS/NR,NS/NR,NS/NR,NS/NR,17:00:00.000-05:00,09:00:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por mayor,2000000.0,Productos agrícolas,NS/NR,NS/NR,Norte de Santander,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi,Primaria completa,No afiliado,La recoge un servicio informal
95,08/22/2021 12:00:00 AM,48,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,18:00:00.000-05:00,09:00:00.000-05:00,4,2.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por mayor,1200000.0,Productos agrícolas,NS/NR,NS/NR,Santander,"No, nací en otro municipio",NS/NR,NS/NR,A pie,Básica completa,No afiliado,La pone en los colectores de basura o canecas
96,08/22/2021 12:00:00 AM,60,Masculino,Ninguno de los anteriores,1,SI,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Martínez Martelo,NS/NR,NS/NR,NS/NR,NS/NR,21:30:00.000-05:00,08:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por mayor,1200000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Contributivo,Taxi Colectivo,Primaria incompleta,No afiliado,La recoge el servicio de aseo
97,08/22/2021 12:00:00 AM,22,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,21:00:00.000-05:00,01:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,30000.0,Bebidas,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Mototaxi,Bachillerato completo,No afiliado,La recoge un servicio informal
